pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Mi	Na	VHQE01000243.1	6300001	6320000	0.0114108659251285	16722	36636	3210624	0
Mi	Na	VHQE01000243.1	6320001	6340000	0.0150448340246643	14907	43060	2862112	32
Mi	Na	VHQE01000243.1	6340001	6360000	0.0129388639077306	13121	32596	2519232	0
Mi	Na	VHQE01000243.1	6360001	6380000	0.0129565976484709	15274	37996	2932560	48
Mi	Na	VHQE01000243.1	6380001	6400000	0.0160411647334475	15098	46500	2898792	24
Mi	Na	VHQE01000243.1	6400001	6420000	0.0165630401262833	12512	39788	2402216	88
Mi	Na	VHQE01000243.1	6420001	6440000	0.0171906151809496	13062	43112	2507880	24
Mi	Na	VHQE01000243.1	6440001	6460000	0.0168560791813783	10196	32998	1957632	0
Mi	Na	VHQE01000243.1	6460001	6480000	0.0109954053563871	16541	34920	3175872	0
Mi	Na	VHQE01000243.1	6480001	6500000	0.016847338258648	14483	46848	2780736	0
Mi	Na	VHQE01000243.1	6500001	6520000	0.0147097953216374	14250	40246	2736000	0
Mi	Na	VHQE01000243.1	6520001	6540000	0.0136933813229816	13267	34880	2547216	48
Mi	Na	VHQE01000243.1	6540001	6560000	0.0182166812974092	14809	51796	2843328	0
Mi	Na	VHQE01000243.1	6560001	6580000	0.0159962842303569	16013	49180	3074464	32
Mi	Na	VHQE01000243.1	6580001	6600000	0.0118611263359824	14596	33240	2802432	0
Mi	Na	VHQE01000243.1	6600001	6620000	0.0146480387211453	13877	39028	2664384	0
Mi	Na	VHQE01000243.1	6620001	6640000	0.0179032993766154	12058	41448	2315104	32
Mi	Na	VHQE01000243.1	6640001	6660000	0.017179146590984	15151	49974	2908992	0
Mi	Na	VHQE01000243.1	6660001	6680000	0.0110999599468385	18309	39020	3515328	0
Mi	Na	VHQE01000243.1	6680001	6700000	0.0128365025940669	14633	36064	2809488	48
Mi	Na	VHQE01000243.1	6700001	6720000	0.0146103272471833	15185	42596	2915472	48
Mi	Na	VHQE01000243.1	6720001	6740000	0.0400495119204054	5327	40962	1022784	0
Mi	Na	VHQE01000243.1	6740001	6760000	0.0700727513227513	1260	16952	241920	0
Mi	Na	VHQE01000243.1	6760001	6780000	0.0144454358641574	13869	38466	2662848	0
Mi	Na	VHQE01000243.1	6780001	6800000	0.0128144931723813	15574	38318	2990208	0
Mi	Na	VHQE01000243.1	6800001	6820000	0.0128761682359574	16701	41288	3206544	48
Mi	Na	VHQE01000243.1	6820001	6840000	0.015917512967371	16037	49002	3078496	608
Mi	Na	VHQE01000243.1	6840001	6860000	0.0105360963300235	18229	36876	3499968	0
Mi	Na	VHQE01000243.1	6860001	6880000	0.0141857814469159	17292	47096	3319944	120
Mi	Na	VHQE01000243.1	6880001	6900000	0.0119458640060027	16437	37700	3155904	0
Mi	Na	VHQE01000243.1	6900001	6920000	0.0094041274331899	17497	31592	3359376	48
Mi	Na	VHQE01000243.1	6920001	6940000	0.0110319304465742	17699	37488	3398136	72
Mi	Na	VHQE01000243.1	6940001	6960000	0.0122696912772053	17567	41384	3372864	0
Mi	Na	VHQE01000243.1	6960001	6980000	0.009421534124236	17617	31868	3382464	0
Mi	Na	VHQE01000243.1	6980001	7000000	0.0097339951454469	17578	32852	3374976	0
Mi	Na	VHQE01000243.1	7000001	7020000	0.009487535935845	17624	32104	3383808	0
Mi	Na	VHQE01000243.1	7020001	7040000	0.0120384268252006	16989	39268	3261888	0
Mi	Na	VHQE01000243.1	7040001	7060000	0.0111082857734832	17697	37744	3397824	0
Mi	Na	VHQE01000243.1	7060001	7080000	0.0107017495749465	18233	37464	3500736	0
Mi	Na	VHQE01000243.1	7080001	7100000	0.0116374085995867	16776	37484	3220992	0
Mi	Na	VHQE01000243.1	7100001	7120000	0.0089189978363681	17409	29812	3342528	0
Mi	Na	VHQE01000243.1	7120001	7140000	0.0110861252335636	15342	32656	2945664	0
Mi	Na	VHQE01000243.1	7140001	7160000	0.010338823101096	17396	34532	3340032	0
Mi	Na	VHQE01000243.1	7160001	7180000	0.0081163547599674	18435	28728	3539520	0
Mi	Na	VHQE01000243.1	7180001	7200000	0.0120515401602985	17509	40514	3361728	0
Mi	Na	VHQE01000243.1	7200001	7220000	0.010592911318553	17140	34860	3290880	0
Mi	Na	VHQE01000243.1	7220001	7240000	0.0124494204182961	15374	36748	2951784	24
Mi	Na	VHQE01000243.1	7240001	7260000	0.0154445029497415	15510	45992	2977888	32
Mi	Na	VHQE01000243.1	7260001	7280000	0.0125811171904822	15718	37968	3017856	0
Mi	Na	VHQE01000243.1	7280001	7300000	0.0129350142917481	16968	42140	3257824	32
Mi	Na	VHQE01000243.1	7300001	7320000	0.0126528562795492	18754	45560	3600768	0
Mi	Na	VHQE01000243.1	7320001	7340000	0.0119287721294237	19337	44288	3712704	0
Mi	Na	VHQE01000243.1	7340001	7360000	0.0110375422247849	18860	39968	3621096	24
Mi	Na	VHQE01000243.1	7360001	7380000	0.0113746391903248	18246	39848	3503232	0
Mi	Na	VHQE01000243.1	7380001	7400000	0.0093477406039792	17908	32140	3438264	72
Mi	Na	VHQE01000243.1	7400001	7420000	0.009351991931417	16525	29672	3172800	0
Mi	Na	VHQE01000243.1	7420001	7440000	0.0099880997315886	15896	30484	3052032	0
Mi	Na	VHQE01000243.1	7440001	7460000	0.0125709359959773	13921	33600	2672832	0
Mi	Na	VHQE01000243.1	7460001	7480000	0.0133615730572115	15935	40880	3059520	0
Mi	Na	VHQE01000243.1	7480001	7500000	0.0090903636145445	16666	29088	3199872	0
Mi	Na	VHQE01000243.1	7500001	7520000	0.0127169881305637	16850	41142	3235200	0
Mi	Na	VHQE01000243.1	7520001	7540000	0.0112027939821922	16285	35028	3126720	0
Mi	Na	VHQE01000243.1	7540001	7560000	0.011155141908432	13753	29456	2640576	0
Mi	Na	VHQE01000243.1	7560001	7580000	0.0142225943978032	17465	47692	3353256	24
Mi	Na	VHQE01000243.1	7580001	7600000	0.0141259335370545	18735	50812	3597072	48
Mi	Na	VHQE01000243.1	7600001	7620000	0.0115496751116473	15749	34924	3023808	0
Mi	Na	VHQE01000243.1	7620001	7640000	0.0106825438545256	17121	35116	3287232	0
Mi	Na	VHQE01000243.1	7640001	7660000	0.0141660646559508	16611	45180	3189312	0
Mi	Na	VHQE01000243.1	7660001	7680000	0.0218734810676853	12173	51122	2337168	48
Mi	Na	VHQE01000243.1	7680001	7700000	0.014917695473251	12961	37120	2488320	192
Mi	Na	VHQE01000243.1	7700001	7720000	0.0129882962770756	13810	34438	2651464	56
Mi	Na	VHQE01000243.1	7720001	7740000	0.0107089544448619	15966	32828	3065472	0
Mi	Na	VHQE01000243.1	7740001	7760000	0.0115071774802389	15619	34508	2998824	24
Mi	Na	VHQE01000243.1	7760001	7780000	0.0120775276773434	13392	31052	2571056	208
Mi	Na	VHQE01000243.1	7780001	7800000	0.0209330638026969	10080	40510	1935216	144
Mi	Na	VHQE01000243.1	7800001	7820000	0.0125524415825162	13666	32936	2623872	0
Mi	Na	VHQE01000243.1	7820001	7840000	0.0094146234597707	18639	33692	3578688	0
Mi	Na	VHQE01000243.1	7840001	7860000	0.0150016189990869	15699	45218	3014208	0
Mi	Na	VHQE01000243.1	7860001	7880000	0.0135406342913776	15135	39348	2905920	0
Mi	Na	VHQE01000243.1	7880001	7900000	0.010872635821821	18142	37872	3483240	24
Mi	Na	VHQE01000243.1	7900001	7920000	0.0122228966914892	17435	40916	3347488	32
Mi	Na	VHQE01000243.1	7920001	7940000	0.0150651274728663	12431	35956	2386704	48
Mi	Na	VHQE01000243.1	7940001	7960000	0.009200350676129	17015	30056	3266832	48
Mi	Na	VHQE01000243.1	7960001	7980000	0.013056514732965	18100	45374	3475200	0
Mi	Na	VHQE01000243.1	7980001	8000000	0.015484699905482	16928	50328	3250176	0
Mi	Na	VHQE01000243.1	8000001	8020000	0.0123052486158077	19333	45676	3711912	24
Mi	Na	VHQE01000243.1	8020001	8040000	0.0110454423456839	18940	40166	3636432	48
Mi	Na	VHQE01000243.1	8040001	8060000	0.0125317397776026	19035	45800	3654720	0
Mi	Na	VHQE01000243.1	8060001	8080000	0.0094341070989928	18998	34412	3647616	0
Mi	Na	VHQE01000243.1	8080001	8100000	0.0090528540835917	18056	31384	3466752	0
Mi	Na	VHQE01000243.1	8100001	8120000	0.0116404742211193	18891	42220	3627000	72
Mi	Na	VHQE01000243.1	8120001	8140000	0.0116136831864484	17474	38964	3355008	0
Mi	Na	VHQE01000243.1	8140001	8160000	0.0103861023454944	18063	36020	3468096	0
Mi	Na	VHQE01000243.1	8160001	8180000	0.0095958876924138	19316	35588	3708672	0
Mi	Na	VHQE01000243.1	8180001	8200000	0.0112276489472362	18586	40066	3568512	0
Mi	Na	VHQE01000243.1	8200001	8220000	0.0088693413999893	18843	32088	3617856	0
Mi	Na	VHQE01000243.1	8220001	8240000	0.0097597672402626	16727	31344	3211552	32
Mi	Na	VHQE01000243.1	8240001	8260000	0.014958799813287	17228	49480	3307752	24
Mi	Na	VHQE01000243.1	8260001	8280000	0.0126865526433561	17131	41728	3289152	0
Mi	Na	VHQE01000243.1	8280001	8300000	0.0123137909077048	18584	43936	3568032	96
Mi	Na	VHQE01000243.1	8300001	8320000	0.0091293698508127	17964	31488	3449088	0
Mi	Na	VHQE01000243.1	8320001	8340000	0.0113498358767236	18013	39252	3458376	120
Mi	Na	VHQE01000243.1	8340001	8360000	0.0091816862934741	19128	33720	3672528	48
Mi	Na	VHQE01000243.1	8360001	8380000	0.007589885295292	18366	26764	3526272	0
Mi	Na	VHQE01000243.1	8380001	8400000	0.0138002231096612	17779	47108	3413568	0
Mi	Na	VHQE01000243.1	8400001	8420000	0.0104022973259762	18848	37644	3618816	0
Mi	Na	VHQE01000243.1	8420001	8440000	0.0105361717531744	17956	36324	3447552	0
Mi	Na	VHQE01000243.1	8440001	8460000	0.0104565710686614	19317	38782	3708864	0
Mi	Na	VHQE01000243.1	8460001	8480000	0.01099505800708	17832	37644	3423720	24
Mi	Na	VHQE01000243.1	8480001	8500000	0.0119750607551419	16871	38790	3239232	0
Mi	Na	VHQE01000243.1	8500001	8520000	0.0081730946329244	18098	28400	3474816	0
Mi	Na	VHQE01000243.1	8520001	8540000	0.009885328908178	19585	37172	3760320	0
Mi	Na	VHQE01000243.1	8540001	8560000	0.0161277404000183	18208	56380	3495840	96
Mi	Na	VHQE01000243.1	8560001	8580000	0.0102745619524405	15980	31524	3068160	0
Mi	Na	VHQE01000243.1	8580001	8600000	0.0110274869109947	17827	37744	3422720	64
Mi	Na	VHQE01000243.1	8600001	8620000	0.0094411384878384	17939	32518	3444288	0
Mi	Na	VHQE01000243.1	8620001	8640000	0.0168684643753851	18122	58692	3479392	32
Mi	Na	VHQE01000243.1	8640001	8660000	0.0088262783405692	19348	32788	3714816	0
Mi	Na	VHQE01000243.1	8660001	8680000	0.0115778287376251	17879	39744	3432768	0
Mi	Na	VHQE01000243.1	8680001	8700000	0.0113083319428221	17979	39036	3451968	0
Mi	Na	VHQE01000243.1	8700001	8720000	0.0113161950208741	17656	38360	3389832	120
Mi	Na	VHQE01000243.1	8720001	8740000	0.0139441206719232	14585	39048	2800320	0
Mi	Na	VHQE01000243.1	8740001	8760000	0.0145714035292742	17114	47880	3285888	0
Mi	Na	VHQE01000243.1	8760001	8780000	0.0157764387746028	15933	48260	3058992	144
Mi	Na	VHQE01000243.1	8780001	8800000	0.024522992025211	12112	57024	2325328	176
Mi	Na	VHQE01000243.1	8800001	8820000	0.0182219069769999	15156	53024	2909904	48
Mi	Na	VHQE01000243.1	8820001	8840000	0.015489389229304	13913	41376	2671248	48
Mi	Na	VHQE01000243.1	8840001	8860000	0.0202387721099692	14730	57238	2828136	24
Mi	Na	VHQE01000243.1	8860001	8880000	0.0214499344743022	12845	52900	2466208	32
Mi	Na	VHQE01000243.1	8880001	8900000	0.020719011689388	11663	46396	2239296	0
Mi	Na	VHQE01000243.1	8900001	8920000	0.0265029734454194	9487	48274	1821456	48
Mi	Na	VHQE01000243.1	8920001	8940000	0.0311429759518569	8918	53324	1712232	24
Mi	Na	VHQE01000243.1	8940001	8960000	0.0254053908934707	11640	56778	2234880	0
Mi	Na	VHQE01000243.1	8960001	8980000	0.0169118902612556	8785	28524	1686624	96
Mi	Na	VHQE01000243.1	8980001	9000000	0.0376767886855241	6010	43476	1153920	0
Mi	Na	VHQE01000243.1	9000001	9020000	0.0374883333333333	6250	44986	1200000	0
Mi	Na	VHQE01000243.1	9020001	9040000	0.0290115318755587	8249	45948	1583784	24
Mi	Na	VHQE01000243.1	9040001	9060000	0.0327023854441789	9940	62404	1908240	240
Mi	Na	VHQE01000243.1	9060001	9080000	0.0305171482898659	5325	31200	1022376	24
Mi	Na	VHQE01000243.1	9080001	9100000	0.0206494931668024	3683	14602	707136	0
Mi	Na	VHQE01000252.1	1	20000	0.0023622047244094	212	96	40640	64
Mi	Na	VHQE01000252.1	20001	40000	0.2159420289855072	115	4768	22080	0
Mi	Na	VHQE01000252.1	40001	60000	0.055614845286143	3221	34394	618432	0
Mi	Na	VHQE01000252.1	60001	80000	0.0921246713268774	2928	51714	561348	828
Mi	Na	VHQE01000252.1	80001	100000	0.0952089036390348	1973	36032	378452	364
Mi	Na	VHQE01000252.1	100001	120000	0.1080205238995409	1698	35200	325864	152
Mi	Na	VHQE01000252.1	120001	140000	0.0473930412006896	4423	40242	849112	104
Mi	Na	VHQE01000252.1	140001	160000	0.0206507037668926	14850	58874	2850944	256
Mi	Na	VHQE01000252.1	160001	180000	0.0129220855994324	17621	43718	3383200	32
Mi	Na	VHQE01000252.1	180001	200000	0.0104211195928753	16375	32764	3144000	0
Mi	Na	VHQE01000252.1	200001	220000	0.0125393832889738	14653	35278	2813376	0
Mi	Na	VHQE01000252.1	220001	240000	0.0133504087340002	15495	39718	2975040	0
Mi	Na	VHQE01000252.1	240001	260000	0.0148091461085308	16579	47140	3183168	0
Mi	Na	VHQE01000252.1	260001	280000	0.0152546944273325	13055	38234	2506376	184
Mi	Na	VHQE01000252.1	280001	300000	0.0142157630155334	19163	52304	3679296	0
Mi	Na	VHQE01000252.1	300001	320000	0.0101922379397896	18380	35968	3528960	0
Mi	Na	VHQE01000252.1	320001	340000	0.0136930443017994	19006	49968	3649152	0
Mi	Na	VHQE01000252.1	340001	360000	0.0160521535727353	19131	58962	3673152	0
Mi	Na	VHQE01000252.1	360001	380000	0.0133222706501506	18155	46436	3485592	168
Mi	Na	VHQE01000252.1	380001	400000	0.0131213869921646	16549	41692	3177408	0
Mi	Na	VHQE01000252.1	400001	420000	0.0138714644160583	17536	46704	3366912	0
Mi	Na	VHQE01000252.1	420001	440000	0.017045021892252	17510	57304	3361920	0
Mi	Na	VHQE01000252.1	440001	460000	0.0132766150296638	18204	46404	3495168	0
Mi	Na	VHQE01000252.1	460001	480000	0.0159347144030025	17052	52170	3273984	0
Mi	Na	VHQE01000252.1	480001	500000	0.0124412884850306	19135	45708	3673896	24
Mi	Na	VHQE01000252.1	500001	520000	0.010756163694805	18563	38336	3564096	0
Mi	Na	VHQE01000252.1	520001	540000	0.0081296247357293	18920	29532	3632640	0
Mi	Na	VHQE01000252.1	540001	560000	0.0122502053107035	18265	42960	3506880	0
Mi	Na	VHQE01000252.1	560001	580000	0.0124285538957851	19012	45368	3650304	0
Mi	Na	VHQE01000252.1	580001	600000	0.0112401937762006	19163	41356	3679296	0
Mi	Na	VHQE01000252.1	600001	620000	0.0078330521235871	18373	27632	3527616	0
Mi	Na	VHQE01000252.1	620001	640000	0.0080833068053197	18848	29252	3618816	0
Mi	Na	VHQE01000252.1	640001	660000	0.0111366504416801	18490	39536	3550080	0
Mi	Na	VHQE01000252.1	660001	680000	0.0122494258776346	18743	44080	3598536	120
Mi	Na	VHQE01000252.1	680001	700000	0.013469667592447	19083	49352	3663936	0
Mi	Na	VHQE01000252.1	700001	720000	0.0115614822638852	18935	42032	3635520	0
Mi	Na	VHQE01000252.1	720001	740000	0.012205613958461	17363	40688	3333548	148
Mi	Na	VHQE01000252.1	740001	760000	0.0110616647536967	18623	39552	3575592	24
Mi	Na	VHQE01000252.1	760001	780000	0.0104453671105668	19599	39306	3763008	0
Mi	Na	VHQE01000252.1	780001	800000	0.0164103519164511	17451	54984	3350568	24
Mi	Na	VHQE01000252.1	800001	820000	0.0118253592514202	17954	40764	3447168	0
Mi	Na	VHQE01000252.1	820001	840000	0.0111295155738044	16074	34348	3086208	0
Mi	Na	VHQE01000252.1	840001	860000	0.0103545720391407	17782	35352	3414144	0
Mi	Na	VHQE01000252.1	860001	880000	0.0093764355630941	18866	33964	3622272	0
Mi	Na	VHQE01000252.1	880001	900000	0.0090330261931877	19318	33504	3709056	0
Mi	Na	VHQE01000252.1	900001	920000	0.0102486842351707	17797	35020	3417024	0
Mi	Na	VHQE01000252.1	920001	940000	0.0111709548753766	19472	41764	3738624	0
Mi	Na	VHQE01000252.1	940001	960000	0.0107356378985217	16594	34204	3186024	24
Mi	Na	VHQE01000252.1	960001	980000	0.0118629768120031	14174	32284	2721408	0
Mi	Na	VHQE01000252.1	980001	1000000	0.012626097637466	19132	46380	3673344	0
Mi	Na	VHQE01000252.1	1000001	1020000	0.0103176175382989	18930	37500	3634560	0
Mi	Na	VHQE01000252.1	1020001	1040000	0.0084977017127869	18873	30792	3623568	48
Mi	Na	VHQE01000252.1	1040001	1060000	0.0068842269581854	17510	23144	3361888	32
Mi	Na	VHQE01000252.1	1060001	1080000	0.0089618910041445	19383	33352	3721536	0
Mi	Na	VHQE01000252.1	1080001	1100000	0.0127879760151483	19012	46680	3650304	0
Mi	Na	VHQE01000252.1	1100001	1120000	0.0094030833807785	18662	33692	3583080	24
Mi	Na	VHQE01000252.1	1120001	1140000	0.0143257483335985	18853	51856	3619776	0
Mi	Na	VHQE01000252.1	1140001	1160000	0.0129223369850644	18089	44880	3473056	32
Mi	Na	VHQE01000252.1	1160001	1180000	0.010427565041501	19116	38272	3670272	0
Mi	Na	VHQE01000252.1	1180001	1200000	0.0088670267489711	19440	33096	3732480	0
Mi	Na	VHQE01000252.1	1200001	1220000	0.0120321263106559	19138	44212	3674496	0
Mi	Na	VHQE01000252.1	1220001	1240000	0.0160338811863006	18152	55880	3485120	64
Mi	Na	VHQE01000252.1	1240001	1260000	0.0135399492522304	17817	46318	3420840	24
Mi	Na	VHQE01000252.1	1260001	1280000	0.0177787044759521	17985	61392	3453120	0
Mi	Na	VHQE01000252.1	1280001	1300000	0.0127335767157454	16572	40516	3181824	0
Mi	Na	VHQE01000252.1	1300001	1320000	0.0125148036804227	18295	43960	3512640	0
Mi	Na	VHQE01000252.1	1320001	1340000	0.0141719003009508	15465	42080	2969256	24
Mi	Na	VHQE01000252.1	1340001	1360000	0.0120520199280821	16593	38396	3185856	0
Mi	Na	VHQE01000252.1	1360001	1380000	0.0190632211111768	16901	61860	3244992	0
Mi	Na	VHQE01000252.1	1380001	1400000	0.0139642561016656	15227	40824	2923464	120
Mi	Na	VHQE01000252.1	1400001	1420000	0.013429547129173	17643	45492	3387456	0
Mi	Na	VHQE01000252.1	1420001	1440000	0.0105414634577325	18864	38180	3621888	0
Mi	Na	VHQE01000252.1	1440001	1460000	0.0136976465568174	15233	40062	2924736	0
Mi	Na	VHQE01000252.1	1460001	1480000	0.0125131946393019	15592	37460	2993640	24
Mi	Na	VHQE01000252.1	1480001	1500000	0.0144324672931638	18090	50128	3473280	0
Mi	Na	VHQE01000252.1	1500001	1520000	0.0143904746885349	19023	52560	3652416	0
Mi	Na	VHQE01000252.1	1520001	1540000	0.0126112235130313	15322	37100	2941824	0
Mi	Na	VHQE01000252.1	1540001	1560000	0.0195037671043155	18051	67596	3465792	0
Mi	Na	VHQE01000252.1	1560001	1580000	0.0161926406926406	19250	59848	3696000	0
Mi	Na	VHQE01000252.1	1580001	1600000	0.0115534130459189	17814	39516	3420288	0
Mi	Na	VHQE01000252.1	1600001	1620000	0.016373383216351	15102	47476	2899584	0
Mi	Na	VHQE01000252.1	1620001	1640000	0.0132894194957742	18616	47500	3574272	0
Mi	Na	VHQE01000252.1	1640001	1660000	0.0130632331822674	17873	44828	3431616	0
Mi	Na	VHQE01000252.1	1660001	1680000	0.0147858624777711	16870	47892	3239040	0
Mi	Na	VHQE01000252.1	1680001	1700000	0.0146065752715028	18017	50528	3459264	0
Mi	Na	VHQE01000252.1	1700001	1720000	0.0141579840786701	17084	46440	3280128	0
Mi	Na	VHQE01000252.1	1720001	1740000	0.01146234705604	14793	32556	2840256	0
Mi	Na	VHQE01000252.1	1740001	1760000	0.0139379533923561	17197	46020	3301776	48
Mi	Na	VHQE01000252.1	1760001	1780000	0.0110330439998588	18894	40024	3627648	0
Mi	Na	VHQE01000252.1	1780001	1800000	0.0107912893488572	19325	40040	3710400	0
Mi	Na	VHQE01000252.1	1800001	1820000	0.0090440341429461	18198	31600	3494016	0
Mi	Na	VHQE01000252.1	1820001	1840000	0.0065584155774873	18745	23604	3599040	0
Mi	Na	VHQE01000252.1	1840001	1860000	0.0093715628651955	19396	34900	3724032	0
Mi	Na	VHQE01000252.1	1860001	1880000	0.0070234474731546	17756	23944	3409152	0
Mi	Na	VHQE01000252.1	1880001	1900000	0.0091965575577858	17536	30964	3366912	0
Mi	Na	VHQE01000252.1	1900001	1920000	0.0089504435093541	16873	28996	3239616	0
Mi	Na	VHQE01000252.1	1920001	1940000	0.0078341199438947	17586	26452	3376512	0
Mi	Na	VHQE01000252.1	1940001	1960000	0.0100330534645821	17270	33268	3315840	0
Mi	Na	VHQE01000252.1	1960001	1980000	0.0155574314317872	16881	50424	3241152	0
Mi	Na	VHQE01000252.1	1980001	2000000	0.0142510770749112	17563	48056	3372096	0
Mi	Na	VHQE01000252.1	2000001	2020000	0.0145548728862039	14567	40708	2796864	0
Mi	Na	VHQE01000252.1	2020001	2040000	0.0121234885236405	13811	32148	2651712	0
Mi	Na	VHQE01000252.1	2040001	2060000	0.0105060396127542	18765	37852	3602880	0
Mi	Na	VHQE01000252.1	2060001	2080000	0.0120620846746107	17707	41008	3399744	0
Mi	Na	VHQE01000252.1	2080001	2100000	0.007178298356922	18441	25416	3540672	0
Mi	Na	VHQE01000252.1	2100001	2120000	0.0124966110885183	19672	47200	3777024	0
Mi	Na	VHQE01000252.1	2120001	2140000	0.0106225568463359	18163	37044	3487296	0
Mi	Na	VHQE01000252.1	2140001	2160000	0.0099428536886033	19300	36844	3705576	24
Mi	Na	VHQE01000252.1	2160001	2180000	0.0116244896372994	17155	38288	3293736	24
Mi	Na	VHQE01000252.1	2180001	2200000	0.0087121212121212	19250	32200	3696000	0
Mi	Na	VHQE01000252.1	2200001	2220000	0.0106005844272418	19264	39208	3698664	24
Mi	Na	VHQE01000252.1	2220001	2240000	0.0092634560906515	17650	31392	3388800	0
Mi	Na	VHQE01000252.1	2240001	2260000	0.0088583418012118	17714	30128	3401088	0
Mi	Na	VHQE01000252.1	2260001	2280000	0.0102819079396671	17083	33724	3279936	0
Mi	Na	VHQE01000252.1	2280001	2300000	0.0077228519451441	19056	28256	3658752	0
Mi	Na	VHQE01000252.1	2300001	2320000	0.0159963985594237	15966	49036	3065440	32
Mi	Na	VHQE01000252.1	2320001	2340000	0.011293815471394	19029	41262	3653504	64
Mi	Na	VHQE01000252.1	2340001	2360000	0.0088329213020189	16989	28812	3261888	0
Mi	Na	VHQE01000252.1	2360001	2380000	0.0081357602719907	18432	28792	3538944	0
Mi	Na	VHQE01000252.1	2380001	2400000	0.0147600313187066	17189	48712	3300264	24
Mi	Na	VHQE01000252.1	2400001	2420000	0.013074789765611	18630	46768	3576960	0
Mi	Na	VHQE01000252.1	2420001	2440000	0.0072299857369116	19047	26440	3656992	32
Mi	Na	VHQE01000252.1	2440001	2460000	0.009191351330784	17521	30920	3364032	0
Mi	Na	VHQE01000252.1	2460001	2480000	0.0120013677935652	16328	37624	3134976	0
Mi	Na	VHQE01000252.1	2480001	2500000	0.0131683230034907	18716	47320	3593472	0
Mi	Na	VHQE01000252.1	2500001	2520000	0.0151827571854188	15216	44356	2921472	0
Mi	Na	VHQE01000252.1	2520001	2540000	0.0153809874287261	19701	58180	3782592	0
Mi	Na	VHQE01000252.1	2540001	2560000	0.0141090205702404	19559	52984	3755328	0
Mi	Na	VHQE01000252.1	2560001	2580000	0.0091008587500934	17836	31166	3424512	0
Mi	Na	VHQE01000252.1	2580001	2600000	0.0137653751777815	15996	42276	3071184	48
Mi	Na	VHQE01000252.1	2600001	2620000	0.0139575928120063	16880	45236	3240960	0
Mi	Na	VHQE01000252.1	2620001	2640000	0.0121127408354952	17394	40452	3339624	24
Mi	Na	VHQE01000252.1	2640001	2660000	0.0132530930607853	18590	47304	3569280	0
Mi	Na	VHQE01000252.1	2660001	2680000	0.0147977483041848	15381	43700	2953152	0
Mi	Na	VHQE01000252.1	2680001	2700000	0.0107834002293577	17440	36108	3348480	0
Mi	Na	VHQE01000252.1	2700001	2720000	0.0130814356321308	18041	45312	3463840	32
Mi	Na	VHQE01000252.1	2720001	2740000	0.0071995992775708	17718	24492	3401856	0
Mi	Na	VHQE01000252.1	2740001	2760000	0.0112816465889325	15523	33624	2980416	0
Mi	Na	VHQE01000252.1	2760001	2780000	0.0136125992934793	17079	44638	3279168	0
Mi	Na	VHQE01000252.1	2780001	2800000	0.0131054244871869	17209	43302	3304128	0
Mi	Na	VHQE01000252.1	2800001	2820000	0.0135371519755155	16556	43028	3178512	240
Mi	Na	VHQE01000252.1	2820001	2840000	0.0097855989474313	16721	31416	3210432	0
Mi	Na	VHQE01000252.1	2840001	2860000	0.0157119861317483	16825	50756	3230400	0
Mi	Na	VHQE01000252.1	2860001	2880000	0.0124799956354113	13747	32940	2639424	0
Mi	Na	VHQE01000252.1	2880001	2900000	0.0138659661476958	18177	48392	3489984	0
Mi	Na	VHQE01000252.1	2900001	2920000	0.0116964872137121	15733	35332	3020736	0
Mi	Na	VHQE01000252.1	2920001	2940000	0.008040509728415	19736	30468	3789312	0
Mi	Na	VHQE01000252.1	2940001	2960000	0.0084339627562464	19171	31044	3680832	0
Mi	Na	VHQE01000252.1	2960001	2980000	0.0116637943162633	14216	31836	2729472	0
Mi	Na	VHQE01000252.1	2980001	3000000	0.0097132177824821	18895	35238	3627840	0
Mi	Na	VHQE01000252.1	3000001	3020000	0.0127931982567823	14609	35884	2804928	0
Mi	Na	VHQE01000252.1	3020001	3040000	0.0143690776012343	16230	44776	3116136	24
Mi	Na	VHQE01000252.1	3040001	3060000	0.0114778750983559	16098	35476	3090816	0
Mi	Na	VHQE01000252.1	3060001	3080000	0.008416969179301	18732	30272	3596544	0
Mi	Na	VHQE01000252.1	3080001	3100000	0.0095076045418002	18917	34532	3632040	24
Mi	Na	VHQE01000252.1	3100001	3120000	0.0129460307528961	17581	43700	3375552	0
Mi	Na	VHQE01000252.1	3120001	3140000	0.0092444128437482	17229	30580	3307944	24
Mi	Na	VHQE01000252.1	3140001	3160000	0.0130398914543976	17627	44132	3384384	0
Mi	Na	VHQE01000252.1	3160001	3180000	0.01397609459722	18873	50644	3623616	0
Mi	Na	VHQE01000252.1	3180001	3200000	0.0068638925010836	19225	25336	3691200	0
Mi	Na	VHQE01000252.1	3200001	3220000	0.0081162254047103	18923	29488	3633216	0
Mi	Na	VHQE01000252.1	3220001	3240000	0.0119250317662007	19675	45048	3777600	0
Mi	Na	VHQE01000252.1	3240001	3260000	0.0119703408947358	18471	42452	3546432	0
Mi	Na	VHQE01000252.1	3260001	3280000	0.0075442340179603	18745	27152	3599040	0
Mi	Na	VHQE01000252.1	3280001	3300000	0.0074411774973381	19097	27284	3666624	0
Mi	Na	VHQE01000252.1	3300001	3320000	0.0098188176020857	18922	35672	3633024	0
